ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
768
ITEM: BOX BOUNDS pp pp pp
-2.9786631258399705e-02 2.8425051331409378e+01
-2.9786631258399705e-02 2.8425051331409378e+01
-2.9786631258399705e-02 2.8425051331409378e+01
ITEM: ATOMS id type x y z 
627 1 1.54722 3.07562 2.8536 
15 1 0.644346 0.469841 3.31434 
41 1 1.73531 6.41474 1.61988 
38 1 5.17452 5.09603 0.938803 
40 1 3.47689 9.70254 1.5037 
622 1 0.547809 11.503 2.09725 
177 1 2.82279 0.336106 4.8515 
30 1 3.98106 3.0856 5.41249 
658 1 0.830567 2.58729 6.19945 
10 1 2.22115 6.60362 5.52068 
21 1 4.13148 5.39308 3.64437 
92 1 1.56596 8.76049 3.57374 
726 1 0.209607 8.65902 6.83743 
258 1 4.91379 8.75084 6.69364 
72 1 1.6667 11.1218 5.5602 
703 1 1.43393 13.501 3.87561 
254 1 4.14967 11.0774 5.94558 
132 1 5.40349 12.1737 3.68002 
626 1 2.59495 1.11393 8.10741 
4 1 5.09751 2.54145 8.02389 
44 1 1.25872 2.21879 10.2972 
169 1 3.10242 6.92373 7.81682 
33 1 1.42355 5.49211 9.9142 
19 1 5.15594 5.26548 8.87452 
26 1 0.165089 7.90292 9.64763 
84 1 2.74592 9.82171 8.83051 
193 1 4.69282 13.3849 7.35953 
115 1 1.95337 14.0204 7.7138 
610 1 0.249738 11.1842 9.13891 
116 1 5.50688 13.2241 10.1594 
65 1 3.25014 2.36048 13.7069 
58 1 4.59168 6.38647 11.4986 
11 1 2.4252 4.59962 12.2274 
182 1 4.31046 9.11786 11.1225 
184 1 2.23856 9.10452 13.3923 
99 1 0.644677 11.9401 13.5235 
46 1 5.59158 10.7945 12.5373 
716 1 1.26663 13.2651 10.8215 
50 1 4.67556 2.72656 16.14 
671 1 0.229193 2.53983 17.0767 
12 1 3.38077 6.87986 16.2344 
3 1 1.23141 6.06296 14.4125 
24 1 3.96914 9.1228 15.41 
73 1 1.61083 10.6209 16.5645 
217 1 1.27212 13.2737 16.8508 
36 1 4.18181 12.3784 14.2752 
205 1 5.37302 11.2285 17.0735 
79 1 2.86608 1.41306 18.0253 
225 1 3.32628 3.47406 19.6209 
141 1 0.786139 0.104176 21.2366 
681 1 4.5155 6.47066 20.1902 
677 1 1.99058 6.479 18.5631 
308 1 4.10242 9.27329 21.2596 
201 1 1.70686 9.35155 19.0083 
764 1 2.84621 13.8752 19.7458 
310 1 3.89325 11.2805 19.1552 
219 1 4.32233 0.435716 23.7689 
55 1 1.05751 3.43106 24.6699 
34 1 4.01063 5.84553 24.0396 
685 1 2.34403 4.57405 22.0209 
680 1 1.1326 7.36726 21.9673 
664 1 -0.00856686 10.3534 21.3198 
76 1 3.7444 13.6286 22.6373 
70 1 1.65532 11.5412 23.4442 
16 1 3.76956 2.86956 27.7441 
748 1 3.96572 2.77034 24.9722 
127 1 4.17409 0.261217 28.0241 
721 1 1.08525 2.60432 28.3959 
608 1 0.11716 6.45201 27.6902 
196 1 5.37668 5.66618 26.3338 
231 1 5.3939 10.4466 25.6982 
28 1 3.58815 7.49414 28.0396 
60 1 1.7605 7.62742 25.0871 
56 1 2.74642 10.0185 25.7277 
68 1 1.12404 13.1214 25.9891 
7 1 2.46181 11.8055 28.3189 
126 1 3.83644 14.1951 28.2338 
98 1 4.80211 16.0206 1.46796 
93 1 0.570768 17.4412 3.43747 
722 1 2.96121 18.9631 2.19825 
37 1 2.69454 21.6558 2.66417 
160 1 3.42401 23.2293 1.02633 
717 1 0.196799 22.2169 3.41801 
739 1 3.34369 25.592 2.3695 
109 1 5.33745 27.3351 2.22901 
171 1 1.6699 27.8525 1.03875 
306 1 4.66659 15.9946 5.97133 
690 1 0.206398 15.4833 5.83355 
112 1 3.97902 14.7675 3.72131 
617 1 2.68553 18.272 5.35614 
106 1 2.27379 20.9241 6.12778 
636 1 0.200625 22.817 6.93027 
235 1 4.26748 22.3357 4.82425 
117 1 1.37356 24.8028 4.22803 
35 1 4.03663 26.3353 5.40846 
124 1 0.509171 17.4663 10.6056 
118 1 3.22963 16.5677 8.40298 
110 1 0.58828 17.6164 7.49692 
266 1 3.73682 21.0663 8.36904 
111 1 4.92824 18.6922 8.95569 
143 1 1.66208 20.1803 10.0883 
96 1 4.81725 23.6853 7.86015 
180 1 3.86163 24.8313 10.5506 
91 1 2.25266 24.5258 7.24025 
14 1 1.52457 26.9997 9.07717 
240 1 3.48002 15.071 10.7078 
102 1 2.07211 16.5127 13.0303 
270 1 5.32638 16.342 13.1131 
158 1 3.48667 20.8078 12.2037 
262 1 3.0375 23.0998 13.4966 
17 1 0.956115 23.8167 12.0287 
609 1 2.22423 27.8091 12.9937 
6 1 4.90874 28.0866 12.8548 
648 1 0.173596 26.3983 11.3383 
421 1 5.26633 25.089 13.3375 
165 1 5.09658 17.5633 16.1668 
633 1 3.22498 14.8708 15.4705 
179 1 0.121502 15.7813 15.4834 
300 1 3.01191 18.9963 14.3569 
604 1 0.94225 19.0208 16.3476 
154 1 0.899928 21.7744 17.0562 
94 1 0.107043 24.4295 15.8527 
67 1 3.79461 21.802 15.6336 
62 1 4.74165 25.6187 16.373 
701 1 0.623656 28.2417 16.2415 
88 1 2.34442 26.1652 15.2355 
142 1 3.55985 17.6542 18.5393 
80 1 0.341928 14.4652 20.6728 
746 1 1.35778 16.5509 17.9024 
238 1 5.03381 16.2779 20.1747 
131 1 3.64852 20.2595 18.1366 
162 1 0.482837 19.3611 19.9362 
269 1 2.21687 22.417 19.8758 
295 1 4.38388 23.9192 20.6658 
291 1 0.565606 24.6666 19.0515 
276 1 4.76129 26.2382 19.1711 
311 1 3.25659 28.3261 20.3621 
751 1 0.96092 14.9862 23.7427 
51 1 4.50701 16.3224 23.4451 
164 1 5.16941 18.9221 22.1506 
159 1 2.76308 20.195 22.37 
675 1 0.0950106 19.628 23.9644 
123 1 4.05625 23.9685 23.5584 
137 1 1.58279 23.0021 22.8201 
302 1 0.433658 25.9615 21.9298 
152 1 2.56039 26.6562 23.9386 
718 1 0.838704 17.1399 25.8444 
105 1 3.29617 15.803 25.8706 
750 1 0.904708 18.6901 28.4042 
136 1 4.59834 20.7249 26.6538 
150 1 4.54666 17.9814 27.1476 
166 1 2.75279 22.501 26.775 
39 1 0.120953 21.3249 27.9711 
133 1 5.35691 25.2239 25.9301 
280 1 2.99414 25.8583 27.1352 
195 1 8.18388 1.59707 2.49077 
209 1 7.46397 3.47749 0.953989 
189 1 8.89934 5.59743 0.518132 
9 1 10.7427 6.61557 2.24683 
49 1 8.91029 8.56668 3.34679 
78 1 5.87565 9.77933 2.11156 
223 1 7.09285 7.69825 0.866267 
210 1 11.2614 8.77168 0.295376 
63 1 7.35447 11.6745 0.459915 
328 1 10.4151 10.9368 2.9267 
114 1 8.47919 13.9612 1.6826 
390 1 9.70969 0.460899 5.76518 
321 1 10.0326 2.322 3.85039 
393 1 7.02181 0.676577 6.88115 
176 1 5.98862 1.02684 4.24304 
191 1 9.53793 4.35945 6.02542 
172 1 7.34181 5.94872 6.49833 
331 1 11.2256 6.03261 5.03106 
8 1 9.00755 8.06952 6.07195 
194 1 5.82322 7.42169 4.34046 
330 1 7.95475 10.8375 6.66702 
325 1 8.10109 12.0199 4.22221 
237 1 11.1201 13.9849 6.70262 
121 1 8.89616 1.25227 8.98745 
319 1 10.5238 3.70909 8.53387 
167 1 8.04317 7.00382 9.34598 
